account_id,customer_id,account_type,open_date,current_balance,account_status
501817,101547,Savings,2022-07-01,146488,Active
501818,101548,Salary,2023-05-01,7583,Active
501819,101549,Current,2023-10-27,26232,Active
501820,101550,Salary,2022-08-28,46845,Active
501821,101551,Salary,2023-01-07,85418,Active
501822,101552,Salary,2022-08-27,15406,Active
501823,101553,Salary,2023-02-14,13225,Active
501824,101554,Savings,2023-02-04,34476,Active
501825,101555,Savings,2022-07-04,16565,Active
501826,101556,Savings,2024-02-17,13854,Active
501827,101557,Salary,2024-03-22,15678,Active
501828,101558,Savings,2022-08-01,55494,Active
501829,101559,Savings,2022-01-09,69641,Inactive
501830,101560,Savings,2022-06-12,21285,Active
501831,101561,Savings,2023-04-27,28688,Inactive
501832,101561,Current,2023-07-21,33096,Active
501833,101562,Savings,2022-09-22,8708,Active
501834,101563,Savings,2024-01-28,13871,Inactive
501835,101564,Savings,2022-05-14,15695,Active
501836,101565,Savings,2022-11-13,45288,Active
501837,101566,Savings,2023-04-12,19651,Active
501838,101567,Savings,2022-03-10,11641,Frozen
501839,101568,Salary,2022-07-23,10696,Active
501840,101569,Savings,2022-03-04,27230,Active
501841,101570,Savings,2023-12-21,37238,Active
501842,101571,Current,2023-05-22,16141,Active
501843,101572,Savings,2024-03-31,11958,Active
501844,101573,Savings,2023-08-01,34887,Active
501845,101574,Savings,2022-09-29,36709,Active
501846,101575,Salary,2023-06-24,55965,Active
501847,101576,Savings,2022-04-29,20640,Active
501848,101577,Savings,2023-09-14,33031,Active
501849,101578,Savings,2022-10-29,41862,Active
501850,101578,Savings,2022-05-13,30134,Active
501851,101579,Salary,2024-02-03,14381,Active
501852,101580,Savings,2022-06-27,31067,Active
501853,101581,Savings,2024-04-04,9088,Inactive
501854,101582,Current,2023-09-06,48697,Active
501855,101583,Savings,2023-12-11,7714,Active
501856,101584,Savings,2022-11-21,10861,Active
501857,101585,Salary,2023-10-29,32056,Active
501858,101586,Savings,2023-05-05,4329,Active
501859,101587,Savings,2024-03-31,2870,Active
501860,101588,Salary,2023-09-28,44326,Active
501861,101588,Salary,2022-09-05,27637,Active
501862,101589,Savings,2022-12-25,14849,Active
501863,101590,Savings,2023-01-18,16717,Active
501864,101591,Savings,2024-03-08,24640,Active
501865,101591,Savings,2023-07-15,33789,Active
501866,101592,Salary,2023-02-13,8156,Active
501867,101592,Savings,2023-05-30,25589,Inactive
501868,101593,Salary,2023-12-07,75592,Active
501869,101594,Savings,2022-11-19,28323,Active
501870,101595,Savings,2022-08-14,24753,Active
501871,101596,Savings,2023-09-10,31326,Active
501872,101597,Savings,2022-08-22,202523,Active
501873,101597,Savings,2023-07-23,15958,Active
501874,101598,Savings,2022-03-04,6369,Inactive
501875,101599,Savings,2022-01-04,37256,Active
501876,101600,Savings,2023-08-01,27600,Active
501877,101601,Salary,2022-10-12,7744,Inactive
501878,101602,Current,2022-01-26,76868,Active
501879,101603,Savings,2022-12-01,7976,Active
501880,101604,Salary,2024-03-16,17478,Active
501881,101605,Savings,2022-04-11,22715,Active
501882,101606,Savings,2022-07-27,35433,Active
501883,101607,Current,2022-10-13,8244,Active
501884,101608,Current,2022-11-09,16853,Active
501885,101609,Savings,2023-08-22,51546,Active
501886,101610,Savings,2023-10-16,41782,Active
501887,101610,Current,2022-01-24,26820,Active
501888,101611,Savings,2022-05-19,24729,Active
501889,101612,Savings,2023-11-17,11086,Active
501890,101612,Salary,2022-08-11,11914,Active
501891,101613,Savings,2023-03-01,32092,Active
501892,101614,Savings,2022-03-31,33269,Inactive
501893,101614,Savings,2022-10-21,45244,Active
501894,101615,Salary,2023-03-17,22246,Active
501895,101616,Salary,2024-02-24,36453,Active
501896,101617,Current,2024-04-04,48119,Inactive
501897,101618,Savings,2022-10-18,110737,Active
501898,101619,Savings,2022-12-11,7971,Active
501899,101620,Savings,2024-01-18,6134,Active
501900,101621,Salary,2022-02-05,12814,Active
501901,101621,Current,2022-03-12,26277,Active
501902,101622,Current,2024-01-22,26775,Active
501903,101623,Current,2023-03-24,30695,Active
501904,101623,Savings,2023-05-01,23947,Active
501905,101624,Savings,2022-07-16,10515,Active
501906,101625,Savings,2023-06-12,14593,Active
501907,101626,Savings,2023-06-12,13766,Active
501908,101627,Savings,2022-05-04,5115,Active
501909,101628,Savings,2023-04-30,43757,Active
501910,101629,Savings,2023-02-04,27187,Active
501911,101630,Savings,2022-05-14,22878,Active
501912,101631,Salary,2022-11-06,48303,Active
501913,101632,Salary,2022-08-11,33155,Active
501914,101633,Salary,2024-03-26,35615,Active
501915,101634,Savings,2024-01-09,17246,Frozen
501916,101635,Savings,2023-10-27,17896,Active
501917,101635,Savings,2023-01-25,59130,Active
501918,101636,Savings,2022-03-29,12380,Active
501919,101637,Savings,2022-04-22,25381,Active
501920,101638,Current,2023-04-01,8729,Active
501921,101639,Savings,2023-07-28,14340,Active
501922,101640,Current,2024-04-22,31139,Active
501923,101640,Current,2022-12-07,16438,Active
501924,101641,Salary,2023-02-18,3195,Active
501925,101642,Salary,2023-06-18,15560,Active
501926,101643,Savings,2022-05-06,14257,Active
501927,101644,Salary,2022-02-10,58965,Active
501928,101645,Savings,2023-01-29,56739,Active
501929,101646,Savings,2022-10-06,12060,Active
501930,101647,Current,2022-08-11,12455,Active
501931,101648,Savings,2023-04-10,11626,Active
501932,101648,Salary,2022-07-18,27196,Active
501933,101649,Savings,2022-03-15,52463,Active
501934,101650,Savings,2022-06-22,16526,Active
501935,101651,Salary,2022-04-09,29440,Active
501936,101652,Savings,2023-12-29,12548,Active
501937,101653,Current,2022-10-05,10547,Active
501938,101654,Savings,2023-12-12,16739,Active
501939,101654,Salary,2023-07-22,35976,Active
501940,101655,Savings,2024-01-31,17477,Active
501941,101656,Savings,2023-10-05,37549,Active
501942,101657,Salary,2024-02-28,13205,Active
501943,101657,Salary,2022-05-21,17591,Active
501944,101658,Savings,2023-12-21,11006,Active
501945,101658,Salary,2022-05-04,18034,Active
501946,101659,Savings,2023-11-30,47402,Active
501947,101660,Savings,2024-04-15,44904,Active
501948,101661,Savings,2023-11-21,23064,Active
501949,101662,Salary,2023-10-16,17209,Active
501950,101663,Salary,2022-12-26,44826,Active
501951,101664,Salary,2022-12-28,50303,Active
501952,101665,Savings,2022-01-29,58257,Active
501953,101665,Savings,2022-06-14,24106,Active
501954,101666,Salary,2022-04-06,8666,Inactive
501955,101666,Salary,2024-04-12,37036,Active
501956,101667,Salary,2024-04-30,54811,Frozen
501957,101668,Current,2024-04-17,15697,Frozen
501958,101669,Savings,2022-09-03,43800,Active
501959,101670,Savings,2022-08-16,11731,Active
501960,101671,Salary,2023-06-23,25776,Active
501961,101671,Savings,2023-09-18,23974,Active
501962,101672,Salary,2023-10-26,16411,Active
501963,101673,Current,2023-09-26,40306,Inactive
501964,101674,Savings,2022-02-23,19809,Active
501965,101674,Savings,2023-08-21,16272,Active
501966,101675,Savings,2023-08-31,18917,Active
501967,101676,Salary,2023-07-31,59977,Active
501968,101677,Current,2022-11-04,17945,Inactive
501969,101678,Current,2022-01-09,87857,Active
501970,101678,Savings,2022-05-18,54683,Active
501971,101679,Savings,2023-10-03,41333,Active
501972,101679,Savings,2022-04-02,4014,Active
501973,101680,Savings,2024-03-26,19780,Active
501974,101681,Current,2023-05-28,22155,Active
501975,101681,Savings,2023-09-02,13039,Active
501976,101682,Salary,2022-04-22,17059,Active
501977,101683,Salary,2024-03-30,28334,Inactive
501978,101683,Salary,2024-01-22,85472,Active
501979,101684,Salary,2022-07-21,23547,Active
501980,101685,Savings,2023-04-23,40410,Active
501981,101685,Current,2023-01-30,30484,Active
501982,101686,Savings,2024-03-02,17809,Inactive
501983,101687,Savings,2023-04-07,23072,Active
501984,101688,Savings,2022-04-23,17287,Inactive
501985,101689,Current,2022-04-25,53080,Active
501986,101690,Savings,2023-01-26,3661,Active
501987,101691,Savings,2023-07-07,5132,Active
501988,101692,Salary,2023-09-08,24947,Inactive
501989,101693,Savings,2024-04-04,10016,Active
501990,101694,Savings,2023-07-25,21595,Active
501991,101695,Savings,2024-02-01,4326,Active
501992,101696,Salary,2022-11-14,16220,Active
501993,101697,Savings,2023-04-04,18547,Active
501994,101697,Savings,2023-05-06,15184,Active
501995,101698,Savings,2023-08-04,51462,Active
501996,101699,Savings,2022-01-25,11174,Active
501997,101700,Savings,2023-04-21,11255,Active
501998,101701,Current,2022-02-03,16414,Active
501999,101701,Savings,2022-12-20,21888,Active
502000,101702,Savings,2022-12-27,10683,Active
502001,101703,Salary,2023-04-11,23123,Active
502002,101703,Savings,2023-02-21,28202,Active
502003,101704,Savings,2022-07-12,4630,Active
502004,101704,Savings,2024-04-11,19866,Active
502005,101705,Salary,2022-11-14,28109,Inactive
502006,101706,Savings,2022-03-16,8804,Active
502007,101707,Savings,2023-07-10,9689,Active
502008,101708,Savings,2022-10-21,8678,Active
502009,101709,Savings,2023-10-14,23269,Active
502010,101709,Savings,2022-04-27,2415,Active
502011,101710,Savings,2022-08-14,21095,Active
502012,101711,Savings,2023-02-22,21309,Active
502013,101712,Savings,2022-02-21,12833,Active
502014,101713,Salary,2023-10-18,7892,Active
502015,101714,Savings,2024-01-18,53699,Active
502016,101715,Current,2022-10-06,69819,Active
502017,101716,Current,2022-06-29,52517,Active
502018,101717,Salary,2022-02-01,128373,Active
502019,101718,Savings,2022-11-16,106860,Active
502020,101718,Current,2024-01-08,19457,Active
502021,101719,Current,2022-02-26,53276,Active
502022,101720,Savings,2024-02-11,12064,Active
502023,101721,Current,2022-02-08,87184,Active
502024,101722,Current,2022-11-01,69430,Active
502025,101723,Savings,2022-09-26,11586,Active
502026,101724,Savings,2023-06-27,19088,Active
502027,101725,Savings,2023-12-24,10395,Active
502028,101725,Savings,2023-09-16,22400,Active
502029,101726,Savings,2022-08-05,26300,Active
502030,101727,Salary,2024-01-03,10860,Active
502031,101728,Savings,2023-08-05,6073,Active
502032,101729,Salary,2022-01-28,11707,Active
502033,101729,Savings,2022-04-03,6337,Active
502034,101730,Current,2023-09-20,17945,Active
502035,101731,Current,2022-10-07,93611,Active
502036,101731,Savings,2023-01-23,20638,Active
502037,101732,Salary,2023-03-23,25975,Inactive
502038,101733,Savings,2023-12-01,16881,Active
502039,101734,Savings,2023-04-18,22006,Frozen
502040,101735,Current,2023-10-11,12566,Active
502041,101736,Savings,2024-01-11,17554,Active
502042,101736,Salary,2023-07-07,7009,Active
502043,101737,Savings,2023-06-10,69290,Active
502044,101738,Savings,2023-06-14,20949,Active
502045,101739,Savings,2022-10-16,13931,Active
502046,101740,Salary,2024-03-13,36277,Active
502047,101740,Salary,2022-03-29,19767,Active
502048,101741,Savings,2024-04-18,6862,Active
502049,101742,Salary,2023-01-06,89993,Active
502050,101743,Current,2022-04-07,9056,Active
502051,101744,Salary,2022-02-11,7981,Active
502052,101744,Salary,2024-03-24,17429,Active
502053,101745,Current,2022-12-15,52297,Active
502054,101746,Current,2022-07-06,24574,Active
502055,101747,Savings,2022-04-27,10336,Active
502056,101747,Savings,2023-03-08,25207,Active
502057,101748,Current,2023-05-26,5116,Active
502058,101749,Savings,2022-06-03,6820,Active
502059,101749,Savings,2022-01-14,14548,Inactive
502060,101750,Savings,2024-02-29,11977,Active
502061,101751,Savings,2024-03-21,17492,Active
502062,101752,Savings,2023-06-14,201643,Active
502063,101753,Savings,2023-07-03,28592,Inactive
502064,101754,Savings,2022-04-02,50920,Active
502065,101755,Savings,2022-09-13,7312,Active
502066,101756,Savings,2022-08-18,24568,Active
502067,101757,Savings,2024-01-10,27649,Active
502068,101758,Salary,2023-02-26,6630,Active
502069,101759,Current,2023-01-12,32947,Active
502070,101760,Current,2023-02-11,14184,Active
502071,101761,Savings,2022-04-02,14367,Active
502072,101762,Current,2023-06-24,33969,Active
502073,101763,Savings,2023-04-03,4037,Active
502074,101763,Savings,2023-08-28,6196,Active
502075,101764,Savings,2022-09-30,8076,Active
502076,101764,Savings,2022-03-21,26433,Active
502077,101765,Current,2022-09-15,166130,Active
502078,101766,Salary,2022-05-14,49499,Active
502079,101767,Savings,2022-10-02,13896,Inactive
502080,101768,Salary,2024-04-30,6905,Active
502081,101768,Savings,2022-12-05,29674,Active
502082,101769,Savings,2022-02-03,17562,Active
502083,101770,Salary,2022-06-11,52693,Active
502084,101771,Savings,2022-10-28,6855,Active
502085,101772,Salary,2023-07-10,26990,Active
502086,101773,Current,2022-05-07,91017,Active
502087,101774,Salary,2022-09-05,43983,Active
502088,101775,Savings,2022-03-17,106254,Active
502089,101776,Savings,2022-12-15,7018,Active
502090,101777,Savings,2022-12-23,13367,Inactive
502091,101777,Savings,2022-05-09,5655,Active
502092,101778,Savings,2024-04-22,11549,Inactive
502093,101778,Savings,2024-01-25,30412,Inactive
502094,101779,Savings,2023-08-28,134012,Active
502095,101780,Savings,2022-09-01,56056,Active
502096,101781,Savings,2022-12-26,75325,Active
502097,101782,Current,2023-10-23,10367,Active
502098,101783,Salary,2022-12-02,35308,Active
502099,101784,Savings,2022-08-09,42996,Inactive
502100,101785,Savings,2023-05-01,20141,Active
502101,101786,Savings,2022-06-02,25076,Active
502102,101787,Savings,2023-03-19,40130,Active
502103,101787,Savings,2023-09-15,10398,Active
502104,101788,Current,2022-12-10,12691,Active
502105,101788,Current,2023-07-11,18265,Active
502106,101789,Savings,2023-05-29,3548,Frozen
502107,101789,Savings,2023-08-12,129453,Active
502108,101790,Savings,2023-02-02,4506,Active
502109,101791,Savings,2022-05-12,59044,Active
502110,101792,Salary,2024-03-01,5022,Frozen
502111,101792,Salary,2022-06-23,6896,Frozen
502112,101793,Savings,2024-02-14,25989,Active
502113,101793,Savings,2023-02-27,13967,Inactive
502114,101794,Savings,2022-10-26,15286,Active
502115,101794,Savings,2022-10-16,21668,Active
502116,101795,Savings,2022-01-18,5048,Active
502117,101796,Salary,2022-07-18,28363,Active
502118,101796,Salary,2022-05-02,19229,Active
502119,101797,Current,2022-11-09,49941,Active
502120,101798,Savings,2022-06-11,16215,Active
502121,101799,Savings,2022-05-16,45658,Active
502122,101800,Salary,2023-04-29,24225,Active
502123,101800,Salary,2024-04-26,31322,Active
502124,101801,Salary,2023-06-22,47344,Active
502125,101802,Salary,2022-11-08,5104,Active
502126,101803,Current,2023-03-30,23000,Active
502127,101803,Savings,2023-11-04,37213,Active
502128,101804,Salary,2023-08-12,16168,Active
502129,101805,Savings,2023-12-20,91542,Active
502130,101806,Savings,2022-08-04,12775,Active
502131,101807,Savings,2023-04-29,21864,Active
502132,101808,Savings,2023-02-13,38774,Active
502133,101809,Savings,2022-07-31,20359,Active
502134,101810,Salary,2022-07-16,5534,Active
502135,101810,Savings,2022-03-23,32292,Active
502136,101811,Savings,2022-11-10,26741,Inactive
502137,101811,Savings,2022-11-07,25188,Active
502138,101812,Savings,2022-06-18,26309,Active
502139,101812,Savings,2024-02-06,14977,Active
502140,101813,Savings,2022-05-30,41375,Active
502141,101814,Savings,2022-04-08,9421,Active
502142,101815,Current,2022-12-22,29746,Active
502143,101816,Salary,2023-01-05,16843,Active
502144,101817,Savings,2022-07-01,26804,Inactive
502145,101818,Salary,2024-04-19,30643,Active
502146,101818,Savings,2023-03-28,46559,Active
502147,101819,Savings,2022-11-15,14478,Active
502148,101820,Savings,2022-04-10,14008,Active
502149,101821,Savings,2023-01-07,5610,Active
502150,101821,Current,2022-12-08,13572,Active
502151,101822,Savings,2024-03-01,43996,Inactive
502152,101822,Savings,2023-12-23,7093,Active
502153,101823,Savings,2023-02-24,9689,Active
502154,101824,Salary,2022-05-22,47030,Active
502155,101825,Savings,2022-11-23,4752,Active
502156,101826,Current,2023-05-13,19817,Active
502157,101827,Savings,2023-08-15,18847,Active
502158,101828,Current,2024-03-24,6758,Active
502159,101829,Savings,2022-05-13,39707,Active
502160,101830,Current,2022-09-09,18782,Active
502161,101830,Salary,2023-08-04,24581,Active
502162,101831,Salary,2022-05-24,14212,Active
502163,101832,Savings,2022-06-05,12138,Active
502164,101833,Savings,2024-04-29,4341,Active
502165,101834,Salary,2024-02-27,8866,Active
502166,101835,Salary,2022-01-13,64570,Active
502167,101836,Savings,2022-11-05,18706,Active
502168,101836,Savings,2024-02-02,12709,Active
502169,101837,Salary,2022-06-24,33267,Active
502170,101838,Savings,2022-04-15,4750,Active
502171,101839,Savings,2023-05-21,9519,Active
502172,101840,Savings,2022-10-31,10621,Active
502173,101841,Current,2023-05-24,14309,Active
502174,101842,Current,2023-06-19,29476,Active
502175,101843,Savings,2022-06-19,18034,Active
502176,101844,Savings,2023-11-28,30419,Active
502177,101845,Savings,2023-03-04,76381,Active
502178,101845,Salary,2023-05-11,34122,Active
502179,101846,Salary,2023-12-04,10870,Active
502180,101846,Savings,2023-03-08,23806,Active
502181,101847,Savings,2022-12-18,17511,Active
502182,101848,Current,2022-04-16,19066,Active
502183,101849,Current,2023-11-21,53061,Active
502184,101849,Savings,2023-12-09,38288,Active
502185,101850,Current,2023-01-30,31466,Active
502186,101850,Savings,2023-04-02,7358,Active
502187,101851,Savings,2023-04-12,85461,Active
502188,101852,Salary,2024-04-23,17600,Active
502189,101853,Savings,2022-06-16,27633,Inactive
502190,101854,Savings,2023-01-04,10355,Active
502191,101855,Savings,2022-03-21,21376,Active
502192,101855,Current,2023-05-18,57026,Active
502193,101856,Savings,2022-07-15,104115,Active
502194,101856,Salary,2023-05-01,6377,Active
502195,101857,Salary,2023-08-28,17008,Active
502196,101858,Savings,2023-08-04,25528,Inactive
502197,101859,Salary,2024-03-05,52225,Active
502198,101860,Current,2023-04-09,8510,Active
502199,101861,Salary,2022-09-04,12738,Inactive
502200,101861,Savings,2022-04-02,30305,Active
502201,101862,Savings,2022-01-09,8854,Active
502202,101863,Savings,2023-06-27,46838,Active
502203,101864,Savings,2023-04-28,5059,Active
502204,101865,Savings,2023-12-07,18262,Active
502205,101866,Current,2022-10-09,12467,Active
502206,101867,Savings,2023-06-05,5635,Frozen
502207,101868,Savings,2022-01-14,55664,Active
502208,101869,Current,2023-10-04,16736,Active
502209,101870,Current,2024-03-25,21094,Active
502210,101870,Savings,2022-04-20,84324,Active
502211,101871,Savings,2023-04-17,26384,Active
502212,101872,Current,2022-06-14,12501,Active
502213,101873,Savings,2023-09-22,10069,Frozen
502214,101874,Savings,2022-02-09,28199,Inactive
502215,101875,Savings,2022-03-31,53587,Active
502216,101876,Savings,2022-11-26,48525,Active
502217,101877,Savings,2023-12-28,44482,Active
502218,101878,Savings,2023-03-23,6703,Active
502219,101879,Savings,2022-07-22,21590,Inactive
502220,101880,Current,2022-03-26,7795,Active
502221,101881,Savings,2023-05-27,31745,Inactive
502222,101881,Salary,2022-05-27,13120,Active
502223,101882,Current,2022-04-07,21261,Active
502224,101883,Savings,2023-03-07,22004,Active
502225,101884,Salary,2023-01-30,9249,Active
502226,101885,Salary,2023-10-05,13785,Active
502227,101886,Savings,2023-07-28,8676,Active
502228,101887,Savings,2023-07-04,31479,Active
502229,101887,Current,2023-10-01,10245,Active
502230,101888,Savings,2022-09-17,47947,Active
502231,101889,Savings,2024-04-10,14382,Inactive
502232,101890,Savings,2022-08-02,34430,Active
502233,101891,Savings,2023-09-28,74367,Active
502234,101892,Savings,2024-02-20,10807,Active
502235,101893,Current,2022-02-07,7392,Active
502236,101893,Savings,2023-10-16,18502,Active
502237,101894,Savings,2023-12-14,30061,Active
502238,101895,Savings,2022-06-11,39896,Active
502239,101896,Salary,2023-07-16,50043,Active
502240,101897,Savings,2023-11-06,18629,Active
502241,101898,Savings,2022-07-31,21971,Active
502242,101899,Savings,2023-01-26,13294,Active
502243,101900,Savings,2023-03-19,74878,Active
502244,101901,Current,2022-10-19,19731,Active
502245,101902,Salary,2023-12-31,15984,Active
502246,101903,Savings,2023-01-07,14753,Active
502247,101904,Savings,2022-10-17,165368,Active
502248,101905,Salary,2024-04-28,8747,Active
502249,101905,Savings,2022-05-17,89388,Active
502250,101906,Savings,2023-09-29,16578,Active
502251,101906,Salary,2022-04-03,41367,Active
502252,101907,Savings,2023-05-15,12346,Active
502253,101908,Savings,2022-10-04,203662,Active
502254,101909,Current,2023-08-08,14473,Active
502255,101910,Savings,2022-05-12,66783,Active
502256,101910,Savings,2022-12-24,9465,Inactive
502257,101911,Salary,2023-05-11,4744,Active
502258,101912,Salary,2022-04-16,11988,Active
502259,101913,Current,2023-02-22,9267,Active
502260,101914,Savings,2023-11-16,13607,Inactive
502261,101915,Savings,2023-01-07,21259,Active
502262,101916,Salary,2022-09-08,50250,Active
502263,101917,Savings,2022-05-13,16032,Active
502264,101917,Savings,2022-12-25,32964,Active
502265,101918,Current,2024-04-07,8028,Active
502266,101919,Savings,2023-01-04,56676,Active
502267,101920,Savings,2024-03-15,39181,Active
502268,101921,Savings,2022-06-01,31025,Active
502269,101922,Savings,2022-01-01,21672,Active
502270,101923,Savings,2024-03-31,9702,Active
502271,101924,Current,2022-01-27,22225,Inactive
502272,101925,Savings,2023-02-02,7443,Active
502273,101926,Savings,2024-02-08,8669,Active
502274,101927,Savings,2023-05-25,17044,Active
502275,101928,Current,2023-04-19,32717,Active
502276,101929,Savings,2022-08-21,31906,Active
502277,101930,Salary,2023-09-23,63023,Active
502278,101931,Salary,2023-05-16,38529,Active
502279,101932,Salary,2023-04-20,2990,Active
502280,101933,Salary,2023-02-09,11172,Active
502281,101934,Savings,2023-11-14,9639,Active
502282,101935,Savings,2024-02-01,4071,Active
502283,101936,Savings,2023-09-14,5099,Active
502284,101936,Savings,2024-01-25,59357,Active
502285,101937,Savings,2023-12-01,16772,Active
502286,101938,Current,2023-10-22,8217,Active
502287,101939,Current,2023-10-30,18610,Active
502288,101940,Savings,2022-12-31,11763,Active
502289,101941,Savings,2023-06-25,94880,Active
502290,101942,Savings,2023-09-12,148246,Active
502291,101943,Salary,2023-10-19,25148,Active
502292,101944,Savings,2024-02-13,21195,Active
502293,101945,Salary,2022-07-23,202817,Active
502294,101946,Savings,2022-05-23,11685,Frozen
502295,101947,Savings,2024-02-19,10045,Active
502296,101948,Savings,2022-11-23,77354,Active
502297,101949,Savings,2022-12-11,11998,Active
502298,101949,Current,2023-09-17,11794,Active
502299,101950,Salary,2024-02-09,41090,Active
502300,101950,Salary,2022-09-07,9737,Active
502301,101951,Savings,2024-03-27,20251,Active
502302,101952,Savings,2022-10-18,18671,Active
502303,101953,Savings,2022-01-15,11364,Active
502304,101954,Savings,2023-06-29,4918,Inactive
502305,101955,Savings,2022-06-12,58547,Active
502306,101956,Current,2024-01-13,11110,Active
502307,101957,Salary,2023-03-07,31118,Active
502308,101957,Salary,2023-11-04,33564,Active
502309,101958,Savings,2023-09-29,19202,Active
502310,101959,Savings,2022-04-30,13544,Active
502311,101960,Salary,2024-04-12,14474,Active
502312,101961,Savings,2023-08-13,31683,Active
502313,101962,Current,2023-11-18,11663,Inactive
502314,101963,Savings,2023-02-19,23539,Active
502315,101964,Savings,2023-11-02,32071,Active
502316,101965,Savings,2022-05-29,12938,Active
502317,101966,Salary,2023-08-19,22049,Inactive
502318,101967,Savings,2023-03-15,71892,Inactive
502319,101968,Savings,2022-12-16,13339,Active
502320,101969,Savings,2022-08-30,17168,Active
502321,101970,Savings,2023-05-28,131318,Active
502322,101971,Salary,2022-03-10,20880,Active
502323,101971,Savings,2022-10-12,18642,Active
502324,101972,Salary,2023-07-07,8547,Active
502325,101973,Savings,2023-09-14,8275,Inactive
502326,101973,Salary,2023-01-29,21637,Active
502327,101974,Savings,2022-07-17,12994,Active
502328,101974,Savings,2023-07-16,12017,Active
502329,101975,Salary,2022-03-06,40351,Active
502330,101976,Savings,2022-07-13,10508,Inactive
502331,101976,Salary,2022-08-06,6234,Active
502332,101977,Savings,2023-05-01,12439,Inactive
502333,101978,Savings,2022-02-26,14296,Active
502334,101979,Savings,2023-12-19,39736,Active
502335,101980,Salary,2023-03-21,11699,Active
502336,101981,Savings,2023-10-15,15412,Active
502337,101982,Savings,2022-04-14,8713,Active
502338,101983,Current,2023-08-29,8275,Active
502339,101984,Savings,2022-04-18,9202,Inactive
502340,101985,Savings,2023-12-14,53138,Active
502341,101986,Savings,2023-09-02,56183,Active
502342,101987,Savings,2023-03-31,16640,Active
502343,101987,Current,2022-08-03,24668,Inactive
502344,101988,Savings,2022-12-01,18370,Active
502345,101989,Savings,2022-11-03,5363,Active
502346,101989,Savings,2023-04-15,4534,Active
502347,101990,Savings,2023-02-03,12594,Active
502348,101990,Savings,2023-12-28,131991,Active
502349,101991,Savings,2023-02-08,35524,Active
502350,101992,Savings,2022-03-01,40897,Inactive
502351,101992,Savings,2023-07-19,91164,Active
502352,101993,Savings,2022-11-07,167522,Frozen
502353,101994,Salary,2024-04-08,16542,Active
502354,101995,Current,2023-08-04,53183,Inactive
502355,101996,Savings,2023-06-06,14507,Active
502356,101997,Current,2023-07-03,18358,Active
502357,101998,Savings,2022-01-31,30588,Active
502358,101999,Savings,2024-04-04,53057,Active
502359,102000,Savings,2024-02-19,21885,Active
