ticket_id,customer_id,ticket_date,issue_type,resolution_status,resolution_days
303511,100095,2024-02-02,Refund Delay,Resolved,3
303512,100434,2024-03-03,Refund Delay,Open,15
303513,100231,2024-01-19,Refund Delay,Resolved,1
303514,101163,2024-02-17,Fraud Concern,Open,2
303515,100684,2024-04-15,Fraud Concern,Resolved,2
303516,101832,2024-02-07,Refund Delay,Escalated,3
303517,100809,2024-05-01,Fraud Concern,Resolved,10
303518,100185,2024-02-02,App Issue,Open,4
303519,100500,2024-04-01,Refund Delay,Resolved,4
303520,101960,2024-04-14,Failed Transaction,Resolved,1
303521,101338,2024-04-17,Account Service,Resolved,3
303522,101113,2024-04-17,App Issue,Resolved,3
303523,101058,2024-01-14,Failed Transaction,Resolved,2
303524,101644,2024-04-11,Refund Delay,Open,4
303525,101210,2024-04-28,Failed Transaction,Resolved,10
303526,101704,2024-04-18,Failed Transaction,Resolved,15
303527,100349,2024-03-24,Failed Transaction,Escalated,5
303528,100201,2024-03-11,Failed Transaction,Resolved,4
303529,101775,2024-03-22,Failed Transaction,Resolved,2
303530,101819,2024-04-13,Fraud Concern,Escalated,2
303531,100566,2024-04-14,Failed Transaction,Open,2
303532,101055,2024-01-11,Failed Transaction,Resolved,1
303533,101240,2024-02-21,App Issue,Resolved,15
303534,101619,2024-02-05,Failed Transaction,Resolved,1
303535,101181,2024-03-17,Failed Transaction,Open,7
303536,100205,2024-03-18,App Issue,Resolved,2
303537,101704,2024-03-10,Failed Transaction,Resolved,5
303538,101382,2024-01-24,Failed Transaction,Resolved,1
303539,100358,2024-04-13,Refund Delay,Escalated,15
303540,101565,2024-04-11,App Issue,Resolved,5
303541,100328,2024-03-09,App Issue,Resolved,1
303542,101526,2024-03-20,Failed Transaction,Resolved,5
303543,101220,2024-03-12,Refund Delay,Resolved,4
303544,101212,2024-01-31,App Issue,Open,5
303545,100427,2024-01-10,App Issue,Escalated,3
303546,100751,2024-01-11,Refund Delay,Resolved,2
303547,101333,2024-04-17,Failed Transaction,Resolved,15
303548,101915,2024-03-26,Failed Transaction,Resolved,7
303549,100126,2024-04-08,App Issue,Escalated,10
303550,100693,2024-04-21,Refund Delay,Resolved,4
303551,100462,2024-01-11,App Issue,Resolved,15
303552,101905,2024-05-03,App Issue,Resolved,2
303553,100217,2024-03-30,Fraud Concern,Resolved,1
303554,101331,2024-01-17,Failed Transaction,Resolved,5
303555,100723,2024-02-11,App Issue,Open,7
303556,100336,2024-04-02,App Issue,Resolved,7
303557,101525,2024-01-31,App Issue,Resolved,10
303558,100864,2024-01-10,App Issue,Resolved,15
303559,101561,2024-03-24,Fraud Concern,Resolved,5
303560,100591,2024-03-14,Refund Delay,Resolved,3
303561,101940,2024-04-18,Fraud Concern,Resolved,7
303562,100708,2024-01-14,App Issue,Resolved,3
303563,101523,2024-03-05,Failed Transaction,Resolved,3
303564,101456,2024-04-12,Account Service,Resolved,1
303565,101059,2024-04-13,Failed Transaction,Resolved,1
303566,100401,2024-04-06,Account Service,Open,1
303567,100827,2024-04-24,Failed Transaction,Resolved,3
303568,101824,2024-03-26,App Issue,Resolved,4
303569,101584,2024-01-12,App Issue,Resolved,7
303570,101006,2024-01-07,Failed Transaction,Resolved,2
303571,100235,2024-02-25,Account Service,Resolved,10
303572,101761,2024-01-21,App Issue,Escalated,2
303573,101989,2024-01-22,Refund Delay,Resolved,4
303574,100686,2024-02-13,Failed Transaction,Resolved,3
303575,100017,2024-04-19,Failed Transaction,Resolved,5
303576,101985,2024-01-07,Refund Delay,Resolved,10
303577,101610,2024-04-07,Failed Transaction,Resolved,10
303578,100950,2024-01-25,App Issue,Resolved,2
303579,101715,2024-03-27,Failed Transaction,Resolved,4
303580,100795,2024-02-07,Failed Transaction,Resolved,3
303581,100113,2024-04-22,Refund Delay,Resolved,15
303582,101996,2024-03-31,Failed Transaction,Resolved,5
303583,100382,2024-02-06,App Issue,Escalated,10
303584,100713,2024-03-18,Failed Transaction,Resolved,7
303585,101786,2024-04-23,Failed Transaction,Open,4
303586,100270,2024-03-03,Failed Transaction,Resolved,7
303587,100452,2024-04-28,App Issue,Resolved,2
303588,100187,2024-02-29,App Issue,Open,4
303589,101242,2024-04-03,Fraud Concern,Resolved,3
303590,100625,2024-01-28,Failed Transaction,Resolved,4
303591,100985,2024-03-01,App Issue,Open,7
303592,101621,2024-02-17,Fraud Concern,Resolved,4
303593,101271,2024-01-09,Refund Delay,Resolved,15
303594,101313,2024-01-29,Refund Delay,Open,4
303595,101219,2024-02-07,App Issue,Open,5
303596,100327,2024-04-17,Failed Transaction,Resolved,5
303597,101681,2024-03-31,Fraud Concern,Resolved,7
303598,101498,2024-04-27,Failed Transaction,Open,15
303599,101504,2024-01-05,App Issue,Open,4
303600,100788,2024-03-27,Failed Transaction,Resolved,3
303601,100545,2024-02-20,App Issue,Resolved,7
303602,100829,2024-02-13,Failed Transaction,Resolved,15
303603,101952,2024-03-27,Failed Transaction,Resolved,10
303604,101392,2024-04-03,Failed Transaction,Resolved,4
303605,101271,2024-04-25,App Issue,Resolved,15
303606,101697,2024-02-29,Failed Transaction,Resolved,10
303607,100630,2024-04-09,Failed Transaction,Resolved,5
303608,101671,2024-01-06,Fraud Concern,Resolved,5
303609,101887,2024-04-25,Refund Delay,Resolved,5
303610,101014,2024-04-14,Failed Transaction,Resolved,5
303611,100837,2024-01-28,App Issue,Resolved,4
303612,100404,2024-02-09,Refund Delay,Resolved,15
303613,101325,2024-04-07,App Issue,Resolved,7
303614,101345,2024-01-18,Failed Transaction,Resolved,3
303615,101443,2024-04-24,Failed Transaction,Resolved,2
303616,100895,2024-01-10,Failed Transaction,Escalated,15
303617,101231,2024-03-21,Failed Transaction,Open,7
303618,100176,2024-03-19,Failed Transaction,Open,5
303619,100203,2024-02-06,Failed Transaction,Open,5
303620,100703,2024-03-13,Account Service,Resolved,4
303621,101104,2024-03-05,Fraud Concern,Resolved,4
303622,100234,2024-01-11,App Issue,Resolved,7
303623,100079,2024-02-06,Failed Transaction,Resolved,15
303624,101478,2024-04-28,Fraud Concern,Resolved,10
303625,101992,2024-03-24,Refund Delay,Resolved,1
303626,101169,2024-01-10,Failed Transaction,Resolved,3
303627,100228,2024-04-15,Account Service,Resolved,5
303628,100383,2024-04-19,Account Service,Resolved,15
303629,101861,2024-01-08,Refund Delay,Open,15
303630,101305,2024-01-26,App Issue,Open,7
303631,100160,2024-02-14,App Issue,Resolved,7
303632,100453,2024-04-16,Failed Transaction,Resolved,3
303633,101718,2024-03-22,Failed Transaction,Resolved,15
303634,100634,2024-02-07,App Issue,Resolved,15
303635,101586,2024-03-15,Failed Transaction,Resolved,3
303636,100664,2024-02-15,Failed Transaction,Open,1
303637,100123,2024-03-27,Failed Transaction,Resolved,2
303638,100251,2024-04-09,Refund Delay,Resolved,10
303639,101604,2024-01-12,Failed Transaction,Resolved,2
303640,101465,2024-04-09,Failed Transaction,Resolved,3
303641,100278,2024-03-31,Failed Transaction,Resolved,2
303642,100219,2024-02-10,Failed Transaction,Resolved,5
303643,101863,2024-02-24,App Issue,Resolved,7
303644,101299,2024-03-05,App Issue,Resolved,5
303645,101208,2024-04-20,Refund Delay,Resolved,1
303646,101661,2024-03-26,App Issue,Open,4
303647,100930,2024-04-01,App Issue,Resolved,4
303648,101356,2024-03-01,Refund Delay,Resolved,1
303649,100158,2024-04-14,Refund Delay,Open,15
303650,101840,2024-01-21,Refund Delay,Resolved,3
303651,100863,2024-01-07,Account Service,Resolved,5
303652,101668,2024-01-26,Failed Transaction,Resolved,4
303653,100453,2024-03-23,Failed Transaction,Resolved,2
303654,100979,2024-03-02,Failed Transaction,Open,5
303655,100766,2024-03-13,Fraud Concern,Resolved,5
303656,101683,2024-02-19,Failed Transaction,Open,1
303657,101440,2024-02-21,Refund Delay,Resolved,1
303658,100914,2024-01-14,App Issue,Resolved,4
303659,101218,2024-01-22,Fraud Concern,Open,2
303660,100991,2024-01-20,Fraud Concern,Open,5
303661,101571,2024-01-21,Failed Transaction,Open,2
303662,100928,2024-02-15,Failed Transaction,Resolved,7
303663,100716,2024-03-07,Failed Transaction,Resolved,3
303664,101393,2024-04-26,Fraud Concern,Open,5
303665,100154,2024-04-20,Account Service,Escalated,5
303666,101811,2024-04-19,App Issue,Resolved,4
303667,101211,2024-02-25,Fraud Concern,Open,10
303668,101382,2024-04-21,Refund Delay,Resolved,15
303669,101039,2024-04-10,Refund Delay,Resolved,15
303670,100798,2024-01-31,Refund Delay,Resolved,2
303671,100347,2024-01-14,Failed Transaction,Open,5
303672,100369,2024-02-21,Fraud Concern,Resolved,4
303673,100455,2024-02-03,Failed Transaction,Resolved,2
303674,100855,2024-04-10,Failed Transaction,Resolved,3
303675,101793,2024-03-15,Account Service,Resolved,2
303676,100487,2024-01-13,App Issue,Resolved,10
303677,101890,2024-01-23,App Issue,Resolved,2
303678,101198,2024-02-03,App Issue,Escalated,10
303679,100269,2024-01-12,Refund Delay,Resolved,15
303680,101528,2024-01-28,App Issue,Escalated,1
303681,100052,2024-01-17,Account Service,Resolved,5
303682,101258,2024-01-07,Refund Delay,Open,3
303683,101260,2024-01-31,Refund Delay,Resolved,10
303684,101617,2024-03-18,Failed Transaction,Resolved,10
303685,102000,2024-02-04,Failed Transaction,Resolved,2
303686,100649,2024-04-21,Fraud Concern,Resolved,3
303687,101314,2024-04-10,Refund Delay,Resolved,10
303688,101692,2024-02-01,Failed Transaction,Open,1
303689,101274,2024-02-20,Refund Delay,Resolved,5
303690,101998,2024-01-20,Failed Transaction,Resolved,1
303691,100979,2024-04-13,App Issue,Resolved,10
303692,101015,2024-04-11,Failed Transaction,Resolved,1
303693,101633,2024-04-10,App Issue,Resolved,7
303694,101405,2024-01-18,Account Service,Open,3
303695,101050,2024-01-24,Fraud Concern,Resolved,2
303696,100604,2024-03-09,Failed Transaction,Escalated,5
303697,101147,2024-04-02,Fraud Concern,Resolved,4
303698,101257,2024-02-17,Refund Delay,Resolved,4
303699,100784,2024-03-12,Fraud Concern,Open,4
303700,101495,2024-04-01,Refund Delay,Resolved,15
303701,101527,2024-04-20,Refund Delay,Open,2
303702,101800,2024-02-12,Failed Transaction,Open,4
303703,100395,2024-04-29,Failed Transaction,Open,10
303704,101222,2024-04-30,Fraud Concern,Escalated,10
303705,100925,2024-01-29,Fraud Concern,Resolved,10
303706,100604,2024-04-18,Account Service,Escalated,5
303707,100190,2024-04-02,Failed Transaction,Resolved,4
303708,101198,2024-04-13,Failed Transaction,Open,5
303709,100667,2024-03-09,Refund Delay,Resolved,2
303710,101341,2024-03-03,Refund Delay,Escalated,4
303711,101582,2024-02-17,Refund Delay,Resolved,2
303712,101578,2024-04-17,Account Service,Escalated,5
303713,101059,2024-04-11,Failed Transaction,Resolved,5
303714,101022,2024-04-12,Failed Transaction,Resolved,3
303715,100238,2024-01-10,Failed Transaction,Resolved,5
303716,100928,2024-04-21,App Issue,Resolved,5
303717,100624,2024-03-04,Account Service,Open,5
303718,101218,2024-03-23,Fraud Concern,Resolved,5
303719,100603,2024-02-02,Account Service,Escalated,2
303720,100858,2024-01-29,Failed Transaction,Resolved,4
303721,100835,2024-03-02,Fraud Concern,Resolved,4
303722,101427,2024-01-08,Refund Delay,Resolved,3
303723,101318,2024-03-01,App Issue,Escalated,1
303724,100922,2024-04-26,Refund Delay,Resolved,2
303725,101311,2024-01-10,Failed Transaction,Resolved,2
303726,100362,2024-04-08,Failed Transaction,Escalated,1
303727,101349,2024-02-11,Refund Delay,Resolved,1
303728,100316,2024-04-22,Refund Delay,Resolved,10
303729,101479,2024-04-06,Failed Transaction,Resolved,15
303730,100578,2024-01-22,Failed Transaction,Resolved,3
303731,101562,2024-04-11,Account Service,Resolved,1
303732,100939,2024-02-20,App Issue,Resolved,4
303733,101085,2024-04-17,Refund Delay,Resolved,5
303734,100802,2024-03-28,Refund Delay,Resolved,5
303735,101778,2024-04-15,App Issue,Resolved,7
303736,101768,2024-04-01,Fraud Concern,Escalated,5
303737,100550,2024-03-18,Refund Delay,Resolved,15
303738,101280,2024-04-04,App Issue,Open,10
303739,100962,2024-02-02,Failed Transaction,Open,4
303740,100014,2024-04-18,Failed Transaction,Resolved,10
303741,100420,2024-03-01,App Issue,Resolved,10
303742,101989,2024-02-27,App Issue,Escalated,4
303743,101839,2024-03-21,App Issue,Resolved,15
303744,101189,2024-03-07,Fraud Concern,Resolved,1
303745,100827,2024-01-11,App Issue,Resolved,15
303746,100074,2024-04-05,Failed Transaction,Resolved,2
303747,101534,2024-03-28,Failed Transaction,Resolved,15
303748,101293,2024-04-04,Failed Transaction,Resolved,15
303749,101508,2024-04-07,App Issue,Open,15
303750,101458,2024-01-29,Failed Transaction,Resolved,15
303751,101298,2024-01-13,App Issue,Resolved,5
303752,100935,2024-01-16,Failed Transaction,Resolved,7
303753,101075,2024-04-19,Account Service,Resolved,3
303754,101174,2024-02-04,Fraud Concern,Open,10
303755,101797,2024-03-05,Refund Delay,Resolved,1
303756,100620,2024-03-24,Refund Delay,Resolved,3
303757,100206,2024-04-12,App Issue,Open,5
303758,100235,2024-03-19,Failed Transaction,Resolved,3
303759,101224,2024-03-31,Refund Delay,Resolved,7
303760,101330,2024-03-05,Failed Transaction,Resolved,7
303761,100937,2024-02-19,Failed Transaction,Escalated,7
303762,101275,2024-04-09,Refund Delay,Resolved,5
303763,100886,2024-04-03,Fraud Concern,Resolved,4
303764,100112,2024-02-11,Fraud Concern,Resolved,3
303765,100753,2024-03-09,App Issue,Resolved,1
303766,100321,2024-02-06,Fraud Concern,Open,10
303767,100254,2024-03-23,App Issue,Resolved,1
303768,100018,2024-03-22,Refund Delay,Resolved,3
303769,101439,2024-02-04,Failed Transaction,Resolved,10
303770,101281,2024-02-19,Failed Transaction,Open,5
303771,101030,2024-01-22,Refund Delay,Open,15
303772,100622,2024-03-18,App Issue,Resolved,5
303773,101038,2024-04-01,Failed Transaction,Resolved,3
303774,101471,2024-04-05,Failed Transaction,Resolved,5
303775,101015,2024-01-24,Refund Delay,Resolved,15
303776,101787,2024-04-20,Refund Delay,Resolved,4
303777,101118,2024-04-21,Failed Transaction,Resolved,15
303778,101822,2024-04-28,Failed Transaction,Resolved,3
303779,100612,2024-02-24,Failed Transaction,Resolved,4
303780,101224,2024-01-22,Account Service,Resolved,2
303781,101002,2024-02-18,Refund Delay,Open,15
303782,100309,2024-03-22,Failed Transaction,Resolved,4
303783,101542,2024-03-28,Failed Transaction,Resolved,5
303784,100851,2024-01-29,Refund Delay,Resolved,7
303785,100909,2024-03-11,Failed Transaction,Resolved,4
303786,100788,2024-03-26,App Issue,Open,2
303787,101860,2024-03-18,Fraud Concern,Resolved,2
303788,100570,2024-01-09,Failed Transaction,Resolved,1
303789,100319,2024-02-11,Fraud Concern,Open,15
303790,101736,2024-02-20,Fraud Concern,Resolved,15
303791,101372,2024-04-07,Fraud Concern,Resolved,5
303792,101196,2024-04-27,Refund Delay,Resolved,7
303793,100560,2024-04-08,Fraud Concern,Resolved,2
303794,100628,2024-03-21,Failed Transaction,Resolved,10
303795,100112,2024-01-14,Failed Transaction,Resolved,10
303796,101331,2024-03-10,App Issue,Resolved,10
303797,100702,2024-03-25,Failed Transaction,Open,15
303798,101784,2024-03-08,Refund Delay,Resolved,5
303799,101497,2024-02-06,Fraud Concern,Escalated,7
303800,100162,2024-02-24,Refund Delay,Resolved,7
303801,100920,2024-03-20,App Issue,Resolved,2
303802,101389,2024-03-22,App Issue,Resolved,10
303803,101365,2024-02-17,Failed Transaction,Resolved,2
303804,101191,2024-01-16,Failed Transaction,Resolved,1
303805,101405,2024-04-18,Failed Transaction,Resolved,15
303806,100575,2024-04-28,Fraud Concern,Escalated,1
303807,100918,2024-04-14,App Issue,Resolved,4
303808,100491,2024-01-11,Refund Delay,Resolved,7
303809,100037,2024-03-08,Refund Delay,Escalated,4
303810,101989,2024-01-11,App Issue,Escalated,4
303811,100651,2024-01-25,Account Service,Resolved,3
303812,101780,2024-02-24,Refund Delay,Resolved,4
303813,101284,2024-04-25,Failed Transaction,Open,15
303814,100362,2024-02-16,Refund Delay,Resolved,1
303815,101079,2024-04-08,App Issue,Resolved,7
303816,101375,2024-01-16,Failed Transaction,Resolved,7
303817,100526,2024-01-22,App Issue,Open,10
303818,101017,2024-01-20,App Issue,Resolved,4
303819,100788,2024-04-29,Refund Delay,Resolved,1
303820,101331,2024-04-29,Fraud Concern,Open,2
303821,101308,2024-03-22,Failed Transaction,Open,4
303822,100242,2024-04-04,Refund Delay,Resolved,2
303823,100083,2024-03-10,Fraud Concern,Resolved,7
303824,100519,2024-03-29,Failed Transaction,Resolved,7
303825,100020,2024-01-09,App Issue,Resolved,4
303826,100532,2024-04-24,Refund Delay,Resolved,2
303827,101023,2024-03-17,Fraud Concern,Resolved,7
303828,100371,2024-02-01,Failed Transaction,Open,2
303829,101253,2024-04-12,App Issue,Resolved,5
303830,100974,2024-02-29,Fraud Concern,Resolved,2
303831,101477,2024-02-22,Account Service,Open,3
303832,101957,2024-03-03,Failed Transaction,Resolved,3
303833,100003,2024-04-14,Failed Transaction,Resolved,3
303834,100514,2024-04-12,Failed Transaction,Escalated,10
303835,101443,2024-01-23,Failed Transaction,Resolved,15
303836,100383,2024-02-09,Failed Transaction,Resolved,10
303837,100640,2024-04-04,App Issue,Resolved,4
303838,101515,2024-04-30,Failed Transaction,Resolved,3
303839,101537,2024-03-19,Failed Transaction,Open,3
303840,101173,2024-04-18,Refund Delay,Resolved,5
303841,101531,2024-01-18,App Issue,Resolved,15
303842,100838,2024-01-31,Failed Transaction,Resolved,2
303843,100399,2024-03-15,App Issue,Open,10
303844,100652,2024-01-24,Refund Delay,Resolved,7
303845,100207,2024-01-29,Failed Transaction,Resolved,2
303846,101301,2024-04-26,App Issue,Open,5
303847,101381,2024-02-03,Fraud Concern,Resolved,1
303848,101287,2024-04-25,Failed Transaction,Resolved,2
303849,100156,2024-03-05,App Issue,Open,1
303850,101135,2024-01-28,App Issue,Resolved,3
303851,101898,2024-04-11,Failed Transaction,Open,4
303852,100061,2024-03-20,Failed Transaction,Resolved,5
303853,101740,2024-05-01,App Issue,Resolved,4
303854,101597,2024-02-16,Refund Delay,Resolved,4
303855,101071,2024-04-17,Failed Transaction,Resolved,3
303856,101964,2024-02-21,App Issue,Resolved,7
303857,101083,2024-04-25,Failed Transaction,Resolved,7
303858,100278,2024-04-25,Failed Transaction,Escalated,10
303859,100990,2024-04-26,Failed Transaction,Resolved,10
303860,100639,2024-02-22,Failed Transaction,Resolved,2
303861,100819,2024-01-08,App Issue,Resolved,10
303862,100781,2024-04-21,Failed Transaction,Resolved,7
303863,100967,2024-02-04,App Issue,Resolved,7
303864,100723,2024-03-13,Failed Transaction,Resolved,3
303865,100711,2024-02-13,App Issue,Resolved,7
303866,101046,2024-01-30,Failed Transaction,Resolved,2
303867,101494,2024-01-16,Refund Delay,Resolved,7
303868,101048,2024-04-05,App Issue,Resolved,15
303869,100305,2024-03-19,Failed Transaction,Escalated,3
303870,101744,2024-03-11,Failed Transaction,Open,10
303871,101232,2024-04-29,Failed Transaction,Resolved,1
303872,100467,2024-02-08,Account Service,Resolved,4
303873,101278,2024-02-27,Account Service,Open,7
303874,100140,2024-01-06,Account Service,Resolved,4
303875,101555,2024-01-06,Failed Transaction,Resolved,3
303876,101745,2024-04-04,Failed Transaction,Resolved,3
303877,100391,2024-02-05,Refund Delay,Resolved,4
303878,100356,2024-01-17,App Issue,Open,5
303879,101577,2024-02-22,App Issue,Resolved,7
303880,101126,2024-01-10,App Issue,Open,4
303881,100266,2024-04-21,Failed Transaction,Resolved,4
303882,100771,2024-03-15,Failed Transaction,Resolved,7
303883,101322,2024-03-14,Account Service,Resolved,2
303884,101458,2024-02-03,Refund Delay,Resolved,3
303885,101162,2024-03-12,Failed Transaction,Resolved,3
303886,101542,2024-02-11,Refund Delay,Open,1
303887,101778,2024-02-27,Refund Delay,Resolved,2
303888,100739,2024-03-09,Fraud Concern,Resolved,2
303889,100987,2024-04-06,Failed Transaction,Escalated,7
303890,100510,2024-04-14,Failed Transaction,Resolved,10
303891,100485,2024-01-29,Failed Transaction,Resolved,2
303892,101859,2024-01-16,App Issue,Resolved,2
303893,100347,2024-01-29,Failed Transaction,Resolved,5
303894,101062,2024-03-26,App Issue,Resolved,7
303895,101678,2024-02-16,App Issue,Resolved,2
303896,101306,2024-01-06,Failed Transaction,Escalated,1
303897,101308,2024-01-09,Failed Transaction,Resolved,4
303898,100935,2024-04-01,Refund Delay,Open,5
303899,101285,2024-05-03,Refund Delay,Resolved,2
303900,101181,2024-01-26,Failed Transaction,Open,5
303901,101927,2024-03-12,App Issue,Resolved,15
303902,101491,2024-03-07,Failed Transaction,Resolved,10
303903,101347,2024-02-01,Fraud Concern,Resolved,7
303904,101792,2024-02-11,Refund Delay,Resolved,7
303905,101836,2024-01-22,App Issue,Resolved,15
303906,100179,2024-03-09,App Issue,Open,5
303907,101806,2024-02-12,Failed Transaction,Resolved,1
303908,100474,2024-01-20,App Issue,Open,5
303909,101232,2024-03-21,Refund Delay,Open,1
303910,101746,2024-04-02,Failed Transaction,Resolved,2
303911,101566,2024-04-12,Refund Delay,Resolved,10
303912,100514,2024-04-28,App Issue,Open,15
303913,101269,2024-04-08,Fraud Concern,Resolved,1
303914,100028,2024-01-27,App Issue,Resolved,4
303915,101823,2024-01-16,Refund Delay,Resolved,4
303916,100050,2024-04-02,App Issue,Resolved,1
303917,101504,2024-04-03,Failed Transaction,Resolved,10
303918,101035,2024-02-14,Failed Transaction,Resolved,10
303919,100382,2024-04-05,Account Service,Resolved,7
303920,101443,2024-03-13,Failed Transaction,Open,3
303921,101715,2024-02-26,App Issue,Resolved,1
303922,101852,2024-03-09,App Issue,Resolved,1
303923,100730,2024-01-24,Failed Transaction,Open,3
303924,101673,2024-03-01,App Issue,Resolved,3
303925,101238,2024-01-21,App Issue,Resolved,7
303926,100205,2024-04-11,App Issue,Resolved,5
303927,100193,2024-04-02,App Issue,Resolved,3
303928,100608,2024-04-26,Refund Delay,Resolved,15
303929,101981,2024-01-26,Refund Delay,Open,2
303930,100887,2024-02-02,Account Service,Resolved,3
303931,100724,2024-03-14,Refund Delay,Escalated,5
303932,101158,2024-03-20,Fraud Concern,Resolved,15
303933,101609,2024-04-21,Failed Transaction,Resolved,10
303934,100177,2024-01-29,Fraud Concern,Resolved,5
303935,101497,2024-05-02,Refund Delay,Resolved,4
303936,100298,2024-01-24,App Issue,Resolved,10
303937,100623,2024-01-07,Failed Transaction,Resolved,15
303938,100877,2024-03-30,Refund Delay,Resolved,3
303939,100895,2024-02-19,Failed Transaction,Resolved,15
303940,101479,2024-04-15,App Issue,Resolved,5
303941,100158,2024-01-20,App Issue,Resolved,5
303942,101800,2024-04-19,App Issue,Resolved,3
303943,101198,2024-05-01,App Issue,Resolved,3
303944,101212,2024-01-03,Refund Delay,Escalated,4
303945,100239,2024-03-09,Failed Transaction,Open,15
303946,101731,2024-01-29,Refund Delay,Resolved,2
303947,101206,2024-02-01,Failed Transaction,Resolved,15
303948,100396,2024-02-12,Failed Transaction,Resolved,4
303949,101614,2024-04-11,Fraud Concern,Resolved,5
303950,101090,2024-05-03,Account Service,Open,2
303951,100360,2024-01-27,App Issue,Resolved,1
303952,101009,2024-03-15,Account Service,Resolved,10
303953,100335,2024-04-19,Failed Transaction,Resolved,15
303954,100697,2024-01-27,Refund Delay,Resolved,1
303955,100805,2024-01-30,Refund Delay,Open,1
303956,100829,2024-01-03,App Issue,Resolved,15
303957,101373,2024-02-20,Refund Delay,Resolved,5
303958,100843,2024-04-08,Failed Transaction,Open,5
303959,101364,2024-03-16,Failed Transaction,Resolved,2
303960,101838,2024-03-11,Refund Delay,Resolved,7
303961,100908,2024-04-18,Refund Delay,Resolved,7
303962,101331,2024-04-18,Refund Delay,Resolved,5
303963,100759,2024-02-25,Fraud Concern,Open,3
303964,100927,2024-04-21,App Issue,Resolved,5
303965,101266,2024-04-28,Refund Delay,Open,15
303966,100880,2024-04-19,Failed Transaction,Open,15
303967,101792,2024-01-26,Failed Transaction,Open,1
303968,100693,2024-02-26,Failed Transaction,Resolved,3
303969,100128,2024-02-08,Failed Transaction,Resolved,3
303970,101653,2024-03-02,Failed Transaction,Resolved,3
303971,100776,2024-02-01,Failed Transaction,Resolved,2
303972,100996,2024-01-16,Failed Transaction,Resolved,5
303973,101424,2024-01-30,Refund Delay,Resolved,5
303974,100144,2024-02-16,Failed Transaction,Resolved,15
303975,101940,2024-04-06,Failed Transaction,Escalated,1
303976,101950,2024-02-06,Fraud Concern,Resolved,4
303977,101037,2024-02-01,Failed Transaction,Resolved,1
303978,100980,2024-01-10,Failed Transaction,Resolved,3
303979,101020,2024-01-27,App Issue,Open,15
303980,101315,2024-05-03,App Issue,Resolved,2
303981,101761,2024-01-15,App Issue,Resolved,1
303982,100585,2024-02-26,App Issue,Resolved,4
303983,100350,2024-02-03,Failed Transaction,Resolved,1
303984,100238,2024-04-28,Fraud Concern,Open,15
303985,100771,2024-02-01,Failed Transaction,Resolved,15
303986,101747,2024-01-26,App Issue,Resolved,2
303987,100398,2024-01-24,Failed Transaction,Escalated,4
303988,100046,2024-01-27,App Issue,Open,7
303989,101225,2024-04-28,Failed Transaction,Resolved,3
303990,101020,2024-01-07,Refund Delay,Resolved,2
303991,100984,2024-04-11,Fraud Concern,Resolved,15
303992,100201,2024-02-26,Failed Transaction,Open,4
303993,101392,2024-03-30,Failed Transaction,Resolved,3
303994,101457,2024-04-03,Refund Delay,Open,7
303995,101205,2024-02-07,Failed Transaction,Resolved,3
303996,101621,2024-03-28,App Issue,Resolved,5
303997,100692,2024-04-21,App Issue,Escalated,4
303998,100723,2024-03-11,App Issue,Open,3
303999,101969,2024-01-08,Fraud Concern,Resolved,1
304000,100854,2024-05-01,Refund Delay,Resolved,10
304001,100054,2024-05-01,Refund Delay,Resolved,4
304002,100937,2024-04-21,App Issue,Resolved,7
304003,101803,2024-01-06,Failed Transaction,Escalated,3
304004,100629,2024-02-21,Refund Delay,Open,1
304005,100007,2024-02-01,Failed Transaction,Escalated,2
304006,101753,2024-01-08,Refund Delay,Resolved,3
304007,100369,2024-02-03,Fraud Concern,Resolved,1
304008,100705,2024-02-09,App Issue,Resolved,3
304009,101570,2024-01-03,Account Service,Resolved,2
304010,101037,2024-03-26,Account Service,Resolved,5
304011,101680,2024-03-18,Refund Delay,Resolved,10
304012,101863,2024-01-22,Fraud Concern,Resolved,10
304013,100119,2024-02-16,App Issue,Resolved,4
304014,101317,2024-03-18,Failed Transaction,Resolved,7
304015,100186,2024-03-26,App Issue,Open,5
304016,100610,2024-01-04,App Issue,Resolved,10
304017,100539,2024-04-16,App Issue,Open,1
304018,100132,2024-04-04,Failed Transaction,Resolved,5
304019,101840,2024-03-29,Fraud Concern,Resolved,15
304020,101856,2024-02-14,Account Service,Resolved,3
304021,101959,2024-02-17,Failed Transaction,Resolved,2
304022,101417,2024-01-10,Failed Transaction,Resolved,1
304023,100556,2024-03-20,Failed Transaction,Resolved,3
304024,101017,2024-02-09,Failed Transaction,Resolved,2
304025,100684,2024-02-26,Refund Delay,Resolved,3
304026,100997,2024-03-17,Refund Delay,Resolved,2
304027,101995,2024-03-08,App Issue,Escalated,1
304028,101520,2024-02-08,App Issue,Resolved,1
304029,100340,2024-05-04,Failed Transaction,Escalated,1
304030,100956,2024-04-12,App Issue,Resolved,1
304031,100745,2024-02-28,Refund Delay,Resolved,15
304032,100448,2024-01-13,Failed Transaction,Resolved,10
304033,101093,2024-04-22,Account Service,Resolved,3
304034,100230,2024-04-27,Refund Delay,Resolved,10
304035,100171,2024-01-07,Refund Delay,Resolved,1
304036,101898,2024-01-28,App Issue,Resolved,4
304037,101792,2024-04-15,App Issue,Resolved,15
